DURANCE16S_15Bau1005Ch01A	ERS31168192
DURANCE16S_15Bau1013Ch01A	ERS31168193
DURANCE16S_15Bau1021Ch01A	ERS31168194
DURANCE16S_15Jus1004Ch01A	ERS31168195
DURANCE16S_15Jus1012Ch01A	ERS31168196
DURANCE16S_15Caa1001Ch01A	ERS31168197
DURANCE16S_15Caa1009Ch01A	ERS31168198
DURANCE16S_15Caa1017Ch01A	ERS31168199
DURANCE16S_15Avi1013Pt01A	ERS31168201
DURANCE16S_15Bue1008Ch01A	ERS31168202
DURANCE16S_15Bue1016Ch01A	ERS31168203
DURANCE16S_15Bau1006Ch01A	ERS31168204
DURANCE16S_15Bau1014Ch01A	ERS31168205
DURANCE16S_15Bau1022Ch01A	ERS31168206
DURANCE16S_15Jus1005Ch01A	ERS31168207
DURANCE16S_15Jus1013Ch01A	ERS31168208
DURANCE16S_15Caa1002Ch01A	ERS31168209
DURANCE16S_15Caa1010Ch01A	ERS31168210
DURANCE16S_15Caa1018Ch01A	ERS31168211
DURANCE16S_15Bue1001Ch01A	ERS31168213
DURANCE16S_15Bue1009Ch01A	ERS31168214
DURANCE16S_15Bue1017Ch01A	ERS31168215
DURANCE16S_15Bau1007Ch01A	ERS31168216
DURANCE16S_15Bau1015Ch01A	ERS31168217
DURANCE16S_15Bau1023Ch01A	ERS31168218
DURANCE16S_15Jus1006Ch01A	ERS31168219
DURANCE16S_15Jus1014Ch01A	ERS31168220
DURANCE16S_15Caa1003Ch01A	ERS31168221
DURANCE16S_15Caa1011Ch01A	ERS31168222
DURANCE16S_15Caa1019Ch01A	ERS31168223
DURANCE16S_15Bue1002Ch01A	ERS31168225
DURANCE16S_15Bue1010Ch01A	ERS31168226
DURANCE16S_15Bue1018Ch01A	ERS31168227
DURANCE16S_15Bau1008Ch01A	ERS31168228
DURANCE16S_15Bau1016Ch01A	ERS31168229
DURANCE16S_15Bau1024Ch01A	ERS31168230
DURANCE16S_15Jus1007Ch01A	ERS31168231
DURANCE16S_15Jus1015Ch01A	ERS31168232
DURANCE16S_15Caa1004Ch01A	ERS31168233
DURANCE16S_15Caa1012Ch01A	ERS31168234
DURANCE16S_15Caa1020Ch01A	ERS31168235
DURANCE16S_15Bue1003Ch01A	ERS31168237
DURANCE16S_15Bue1011Ch01A	ERS31168238
DURANCE16S_15Cab1003Ch05A	ERS31168242
DURANCE16S_15Cab1011Ch05A	ERS31168243
DURANCE16S_15Cab1019Ch05A	ERS31168244
DURANCE16S_14Bue1014Ch05A	ERS31168247
DURANCE16S_14Man1011Ch05A	ERS31168248
DURANCE16S_14Man1019Ch05A	ERS31168249
DURANCE16S_14Per2011Ch05A	ERS31168250
DURANCE16S_14Per2011Ch05A-bis	ERS31168251
DURANCE16S_15Cab1004Ch05A	ERS31168254
DURANCE16S_15Cab1012Ch05A	ERS31168255
DURANCE16S_14Bue1006Cn05A	ERS31168258
DURANCE16S_14Bue1015Ch05A	ERS31168259
DURANCE16S_14Man1012Ch05A	ERS31168260
DURANCE16S_14Man1020Ch05A	ERS31168261
DURANCE16S_14Per2012Ch05A	ERS31168262
DURANCE16S_14Per2012Ch05A-bis	ERS31168263
DURANCE16S_15Cab1005Ch05A	ERS31168266
DURANCE16S_15Cab1013Ch05A	ERS31168267
DURANCE16S_14Bue1006Cn05Abis	ERS31168270
DURANCE16S_14Bue1017Ch05A	ERS31168271
DURANCE16S_14Man1013Ch05A	ERS31168272
DURANCE16S_14Man1021Ch05A	ERS31168273
DURANCE16S_14Per2013Ch05A	ERS31168274
DURANCE16S_15Cab1006Ch05A	ERS31168278
DURANCE16S_15Cab1014Ch05A	ERS31168279
DURANCE16S_14Bue1018Ch05A	ERS31168283
DURANCE16S_14Man1014Ch05A	ERS31168284
DURANCE16S_14Man1022Ch05A	ERS31168285
DURANCE16S_14Per2014Ch05A	ERS31168286
DURANCE16S_15Cab1007Ch05A	ERS31168290
DURANCE16S_15Cab1015Ch05A	ERS31168291
DURANCE16S_14Bue1019Ch05A	ERS31168295
DURANCE16S_14Man1015Ch05A	ERS31168296
DURANCE16S_14Per1011Ch05A	ERS31168297
DURANCE16S_14Per2015Ch05A	ERS31168298
DURANCE16S_15Cab1008Ch05A	ERS31168302
DURANCE16S_15Cab1016Ch05A	ERS31168303
DURANCE16S_14Bue1011Ch05A	ERS31168306
DURANCE16S_14Man1001Cn05A	ERS31168307
DURANCE16S_14Man1016Ch05A	ERS31168308
DURANCE16S_14Per1012Ch05A	ERS31168309
DURANCE16S_15Cab1001Ch05A	ERS31168313
DURANCE16S_15Cab1009Ch05A	ERS31168314
DURANCE16S_15Cab1017Ch05A	ERS31168315
DURANCE16S_14Bue1012Ch05A	ERS31168318
DURANCE16S_14Man1002Cn05A	ERS31168319
DURANCE16S_14Man1017Ch05A	ERS31168320
DURANCE16S_14Per1013Ch05A	ERS31168321
DURANCE16S_15Cab1002Ch05A	ERS31168325
DURANCE16S_15Cab1010Ch05A	ERS31168326
DURANCE16S_15Cab1018Ch05A	ERS31168327
DURANCE16S_14Bue1013Ch05A	ERS31168330
DURANCE16S_14Man1010Cn05A	ERS31168331
DURANCE16S_14Man1018Ch05A	ERS31168332
DURANCE16S_14Per1014Ch05A	ERS31168333
DURANCE16S_15Bau1001Ch05A	ERS31168336
DURANCE16S_15Bau1009Ch05A	ERS31168337
DURANCE16S_15Bau1017Ch05A	ERS31168338
DURANCE16S_15Bau1025Ch05A	ERS31168339
DURANCE16S_15Jus1008Ch05A	ERS31168340
DURANCE16S_15Jus1016Ch05A	ERS31168341
DURANCE16S_15Caa1005Ch05A	ERS31168342
DURANCE16S_15Caa1013Ch05A	ERS31168343
DURANCE16S_15Avi1001Cn05A	ERS31168344
DURANCE16S_15BUe1004Ch05A	ERS31168346
DURANCE16S_15BUe1012Ch05A	ERS31168347
DURANCE16S_15Bau1002Ch05A	ERS31168348
DURANCE16S_15Bau1010Ch05A	ERS31168349
DURANCE16S_15Bau1018Ch05A	ERS31168350
DURANCE16S_15Jus1001Ch05A	ERS31168351
DURANCE16S_15Jus1009Ch05A	ERS31168352
DURANCE16S_15Jus1017Ch05A	ERS31168353
DURANCE16S_15Caa1006Ch05A	ERS31168354
DURANCE16S_15Caa1014Ch05A	ERS31168355
DURANCE16S_15Avi1002Cn05A	ERS31168356
DURANCE16S_15BUe1005Ch05A	ERS31168358
DURANCE16S_15BUe1013Ch05A	ERS31168359
DURANCE16S_15Bau1003Ch05A	ERS31168360
DURANCE16S_15Bau1011Ch05A	ERS31168361
DURANCE16S_15Bau1019Ch05A	ERS31168362
DURANCE16S_15Jus1002Ch05A	ERS31168363
DURANCE16S_15Jus1010Ch05A	ERS31168364
DURANCE16S_15Jus1018Ch05A	ERS31168365
DURANCE16S_15Caa1007Ch05A	ERS31168366
DURANCE16S_15Caa1015Ch05A	ERS31168367
DURANCE16S_15Avi1011Cn05A	ERS31168369
DURANCE16S_15BUe1006Ch05A	ERS31168370
DURANCE16S_15BUe1014Ch05A	ERS31168371
DURANCE16S_15Bau1004Ch05A	ERS31168372
DURANCE16S_15Bau1012Ch05A	ERS31168373
DURANCE16S_15Bau1020Ch05A	ERS31168374
DURANCE16S_15Jus1003Ch05A	ERS31168375
DURANCE16S_15Jus1011Ch05A	ERS31168376
DURANCE16S_15Jus1019Ch05A	ERS31168377
DURANCE16S_15Caa1008Ch05A	ERS31168378
DURANCE16S_15Caa1016Ch05A	ERS31168379
DURANCE16S_15Avi1012Pt05A	ERS31168381
DURANCE16S_15BUe1007Ch05A	ERS31168382
DURANCE16S_15BUe1015Ch05A	ERS31168383
DURANCE16S_15Bau1005Ch05A	ERS31168384
DURANCE16S_15Bau1013Ch05A	ERS31168385
DURANCE16S_15Bau1021Ch05A	ERS31168386
DURANCE16S_15Jus1004Ch05A	ERS31168387
DURANCE16S_15Jus1012Ch05A	ERS31168388
DURANCE16S_15Caa1001Ch05A	ERS31168389
DURANCE16S_15Caa1009Ch05A	ERS31168390
DURANCE16S_15Caa1017Ch05A	ERS31168391
DURANCE16S_15Avi1013Pt05A	ERS31168393
DURANCE16S_15BUe1008Ch05A	ERS31168394
DURANCE16S_15BUe1016Ch05A	ERS31168395
DURANCE16S_15Bau1006Ch05A	ERS31168396
DURANCE16S_15Bau1014Ch05A	ERS31168397
DURANCE16S_15Bau1022Ch05A	ERS31168398
DURANCE16S_15Jus1005Ch05A	ERS31168399
DURANCE16S_15Jus1013Ch05A	ERS31168400
DURANCE16S_15Caa1002Ch05A	ERS31168401
DURANCE16S_15Caa1010Ch05A	ERS31168402
DURANCE16S_15Caa1018Ch05A	ERS31168403
DURANCE16S_15Bue1001Ch05A	ERS31168405
DURANCE16S_15BUe1009Ch05A	ERS31168406
DURANCE16S_15BUe1017Ch05A	ERS31168407
DURANCE16S_15Bau1007Ch05A	ERS31168408
DURANCE16S_15Bau1015Ch05A	ERS31168409
DURANCE16S_15Bau1023Ch05A	ERS31168410
DURANCE16S_15Jus1006Ch05A	ERS31168411
DURANCE16S_15Jus1014Ch05A	ERS31168412
DURANCE16S_15Caa1003Ch05A	ERS31168413
DURANCE16S_15Caa1011Ch05A	ERS31168414
DURANCE16S_15Caa1019Ch05A	ERS31168415
DURANCE16S_15BUe1002Ch05A	ERS31168417
DURANCE16S_15BUe1010Ch05A	ERS31168418
DURANCE16S_15BUe1018Ch05A	ERS31168419
DURANCE16S_15Bau1008Ch05A	ERS31168420
DURANCE16S_15Bau1016Ch05A	ERS31168421
DURANCE16S_15Bau1024Ch05A	ERS31168422
DURANCE16S_15Jus1007Ch05A	ERS31168423
DURANCE16S_15Jus1015Ch05A	ERS31168424
DURANCE16S_15Caa1004Ch05A	ERS31168425
DURANCE16S_15Caa1012Ch05A	ERS31168426
DURANCE16S_15Caa1020Ch05A	ERS31168427
DURANCE16S_15BUe1003Ch05A	ERS31168429
DURANCE16S_15BUe1011Ch05A	ERS31168430
DURANCE16S_15Cab1003Ch03A	ERS31168434
DURANCE16S_15Cab1011Ch03A	ERS31168435
DURANCE16S_15Cab1019Ch03A	ERS31168436
DURANCE16S_14Bue1015Ch03A	ERS31168439
DURANCE16S_14Man1011Ch03A	ERS31168440
DURANCE16S_14Man1019Ch03A	ERS31168441
DURANCE16S_14Per2011Ch03A	ERS31168442
DURANCE16S_14Per2011Ch03A-bis	ERS31168443
DURANCE16S_15Cab1004Ch03A	ERS31168446
DURANCE16S_15Cab1012Ch03A	ERS31168447
DURANCE16S_14Bue1006Cn03A	ERS31168450
DURANCE16S_14Bue1016Ch03A	ERS31168451
DURANCE16S_14Man1012Ch03A	ERS31168452
DURANCE16S_14Man1020Ch03A	ERS31168453
DURANCE16S_14Per2012Ch03A	ERS31168454
DURANCE16S_14Per2012Ch03A-bis	ERS31168455
DURANCE16S_15Cab1005Ch03A	ERS31168458
DURANCE16S_15Cab1013Ch03A	ERS31168459
DURANCE16S_14Bue1017Ch03A	ERS31168463
DURANCE16S_14Man1013Ch03A	ERS31168464
DURANCE16S_14Man1021Ch03A	ERS31168465
DURANCE16S_14Per2013Ch03A	ERS31168466
DURANCE16S_15Cab1006Ch03A	ERS31168470
DURANCE16S_15Cab1014Ch03A	ERS31168471
DURANCE16S_14Bue1018Ch03A	ERS31168475
DURANCE16S_14Man1014Ch03A	ERS31168476
DURANCE16S_14Man1022Ch03A	ERS31168477
DURANCE16S_14Per2014Ch03A	ERS31168478
DURANCE16S_15Cab1007Ch03A	ERS31168482
DURANCE16S_15Cab1015Ch03A	ERS31168483
DURANCE16S_14Bue1011Ch03A	ERS31168486
DURANCE16S_14Bue1019Ch03A	ERS31168487
DURANCE16S_14Man1015Ch03A	ERS31168488
DURANCE16S_14Per1011Ch03A	ERS31168489
DURANCE16S_15Per2015Ch03A	ERS31168490
DURANCE16S_15Cab1008Ch03A	ERS31168494
DURANCE16S_15Cab1016Ch03A	ERS31168495
DURANCE16S_14Bue1012Ch03A	ERS31168498
DURANCE16S_14Man1001Cn03A	ERS31168499
DURANCE16S_14Man1016Ch03A	ERS31168500
DURANCE16S_14Per1012Ch03A	ERS31168501
DURANCE16S_15Cab1001Ch03A	ERS31168505
DURANCE16S_15Cab1009Ch03A	ERS31168506
DURANCE16S_15Cab1017Ch03A	ERS31168507
DURANCE16S_14Bue1013Ch03A	ERS31168510
DURANCE16S_14Man1002Cn03A	ERS31168511
DURANCE16S_14Man1017Ch03A	ERS31168512
DURANCE16S_14Per1013Ch03A	ERS31168513
DURANCE16S_15Cab1002Ch03A	ERS31168517
DURANCE16S_15Cab1010Ch03A	ERS31168518
DURANCE16S_15Cab1018Ch03A	ERS31168519
DURANCE16S_14Bue1014Ch03A	ERS31168522
DURANCE16S_14Man1010Cn03A	ERS31168523
DURANCE16S_14Man1018Ch03A	ERS31168524
DURANCE16S_14Per1014Ch03A	ERS31168525
DURANCE16S_15Bau1001Ch03A	ERS31168528
DURANCE16S_15Bau1009Ch03A	ERS31168529
DURANCE16S_15Bau1017Ch03A	ERS31168530
DURANCE16S_15Bau1025Ch03A	ERS31168531
DURANCE16S_15Jus1008Ch03A	ERS31168532
DURANCE16S_15Jus1016Ch03A	ERS31168533
DURANCE16S_15Caa1005Ch03A	ERS31168534
DURANCE16S_15Caa1013Ch03A	ERS31168535
DURANCE16S_15Avi1001Cn03A	ERS31168536
DURANCE16S_15Bue1004Ch03A	ERS31168538
DURANCE16S_15Bue1012Ch03A	ERS31168539
DURANCE16S_15Bau1002Ch03A	ERS31168540
DURANCE16S_15Bau1010Ch03A	ERS31168541
DURANCE16S_15Bau1018Ch03A	ERS31168542
DURANCE16S_15Jus1001Ch03A	ERS31168543
DURANCE16S_15Jus1009Ch03A	ERS31168544
DURANCE16S_15Jus1017Ch03A	ERS31168545
DURANCE16S_15Caa1006Ch03A	ERS31168546
DURANCE16S_15Caa1014Ch03A	ERS31168547
DURANCE16S_15Avi1002Cn03A	ERS31168548
DURANCE16S_15Bue1005Ch03A	ERS31168550
DURANCE16S_15Bue1013Ch03A	ERS31168551
DURANCE16S_15Bau1003Ch03A	ERS31168552
DURANCE16S_15Bau1011Ch03A	ERS31168553
DURANCE16S_15Bau1019Ch03A	ERS31168554
DURANCE16S_15Jus1002Ch03A	ERS31168555
DURANCE16S_15Jus1010Ch03A	ERS31168556
DURANCE16S_15Jus1018Ch03A	ERS31168557
DURANCE16S_15Caa1007Ch03A	ERS31168558
DURANCE16S_15Caa1015Ch03A	ERS31168559
DURANCE16S_15Avi1011Cn03A	ERS31168561
DURANCE16S_15Bue1006Ch03A	ERS31168562
DURANCE16S_15Bue1014Ch03A	ERS31168563
DURANCE16S_15Bau1004Ch03A	ERS31168564
DURANCE16S_15Bau1012Ch03A	ERS31168565
DURANCE16S_15Bau1020Ch03A	ERS31168566
DURANCE16S_15Jus1003Ch03A	ERS31168567
DURANCE16S_15Jus1011Ch03A	ERS31168568
DURANCE16S_15Jus1019Ch03A	ERS31168569
DURANCE16S_15Caa1008Ch03A	ERS31168570
DURANCE16S_15Caa1016Ch03A	ERS31168571
DURANCE16S_15Avi1012Pt03A	ERS31168573
DURANCE16S_15Bue1007Ch03A	ERS31168574
DURANCE16S_15Bue1015Ch03A	ERS31168575
DURANCE16S_15Bau1005Ch03A	ERS31168576
DURANCE16S_15Bau1013Ch03A	ERS31168577
DURANCE16S_15Bau1021Ch03A	ERS31168578
DURANCE16S_15Jus1004Ch03A	ERS31168579
DURANCE16S_15Jus1012Ch03A	ERS31168580
DURANCE16S_15Caa1001CH03A	ERS31168581
DURANCE16S_15Caa1009Ch03A	ERS31168582
DURANCE16S_15Caa1017Ch03A	ERS31168583
DURANCE16S_15Avi1013Pt03A	ERS31168585
DURANCE16S_15Bue1008Ch03A	ERS31168586
DURANCE16S_15Bue1016Ch03A	ERS31168587
DURANCE16S_15Bau1006Ch03A	ERS31168588
DURANCE16S_15Bau1014Ch03A	ERS31168589
DURANCE16S_15Bau1022Ch03A	ERS31168590
DURANCE16S_15Jus1005Ch03A	ERS31168591
DURANCE16S_15Jus1013Ch03A	ERS31168592
DURANCE16S_15Caa1002Ch03A	ERS31168593
DURANCE16S_15Caa1010Ch03A	ERS31168594
DURANCE16S_15Caa1018Ch03A	ERS31168595
DURANCE16S_15Bue1001Ch03A	ERS31168597
DURANCE16S_15Bue1009Ch03A	ERS31168598
DURANCE16S_15Bue1017Ch03A	ERS31168599
DURANCE16S_15Bau1007Ch03A	ERS31168600
DURANCE16S_15Bau1015Ch03A	ERS31168601
DURANCE16S_15Bau1023Ch03A	ERS31168602
DURANCE16S_15Jus1006Ch03A	ERS31168603
DURANCE16S_15Jus1014Ch03A	ERS31168604
DURANCE16S_15Caa1003Ch03A	ERS31168605
DURANCE16S_15Caa1011Ch03A	ERS31168606
DURANCE16S_15Caa1019Ch03A	ERS31168607
DURANCE16S_15Bue1002Ch03A	ERS31168609
DURANCE16S_15Bue1010Ch03A	ERS31168610
DURANCE16S_15Bue1018Ch03A	ERS31168611
DURANCE16S_15Bau1008Ch03A	ERS31168612
DURANCE16S_15Bau1016Ch03A	ERS31168613
DURANCE16S_15Bau1024Ch03A	ERS31168614
DURANCE16S_15Jus1007Ch03A	ERS31168615
DURANCE16S_15Jus1015Ch03A	ERS31168616
DURANCE16S_15Caa1004Ch03A	ERS31168617
DURANCE16S_15Caa1012Ch03A	ERS31168618
DURANCE16S_15Caa1020Ch03A	ERS31168619
DURANCE16S_15Bue1003Ch03A	ERS31168621
DURANCE16S_15Bue1011Ch03A	ERS31168622
DURANCE16S_15Cab1004Ch02A	ERS31168626
DURANCE16S_15Cab1012Ch02A	ERS31168627
DURANCE16S_14Bue1006Cn02A	ERS31168630
DURANCE16S_14Bue1016Ch02A	ERS31168631
DURANCE16S_14Man1012Ch02A	ERS31168632
DURANCE16S_14Man1020Ch02A	ERS31168633
DURANCE16S_14Per2012Ch02A	ERS31168634
DURANCE16S_14Per2012Ch02A-bis	ERS31168635
DURANCE16S_15Cab1005Ch02A	ERS31168638
DURANCE16S_15Cab1013Ch02A	ERS31168639
DURANCE16S_14Bue1017Ch02A	ERS31168643
DURANCE16S_14Man1013Ch02A	ERS31168644
DURANCE16S_14Man1021Ch02A	ERS31168645
DURANCE16S_14Per2013Ch02A	ERS31168646
DURANCE16S_14Per2013Ch02A-bis	ERS31168647
DURANCE16S_15Cab1006Ch02A	ERS31168650
DURANCE16S_15Cab1014Ch02A	ERS31168651
DURANCE16S_14Bue1018Ch02A	ERS31168655
DURANCE16S_14Man1014Ch02A	ERS31168656
DURANCE16S_14Man1022Ch02A	ERS31168657
DURANCE16S_14Per2014Ch02A	ERS31168658
DURANCE16S_15Cab1007Ch02A	ERS31168662
DURANCE16S_15Cab1015Ch02A	ERS31168663
DURANCE16S_14Bue1011Ch02A	ERS31168666
DURANCE16S_14Bue1019Ch02A	ERS31168667
DURANCE16S_14Man1015Ch02A	ERS31168668
DURANCE16S_14per1011Ch02A	ERS31168669
DURANCE16S_14Per2015Ch02A	ERS31168670
DURANCE16S_15Cab1008Ch02A	ERS31168674
DURANCE16S_15Cab1016Ch02A	ERS31168675
DURANCE16S_14Bue1012Ch02A	ERS31168678
DURANCE16S_14Man1001Cn02A	ERS31168679
DURANCE16S_14Man1016Ch02A	ERS31168680
DURANCE16S_14Per1012Ch02A	ERS31168681
DURANCE16S_15Cab1001Ch02A	ERS31168685
DURANCE16S_15Cab1009Ch02A	ERS31168686
DURANCE16S_15Cab1017Ch02A	ERS31168687
DURANCE16S_14Bue1013Ch02A	ERS31168690
DURANCE16S_14Man1002Cn02A	ERS31168691
DURANCE16S_14Man1017Ch02A	ERS31168692
DURANCE16S_14Per1013Ch02A	ERS31168693
DURANCE16S_15Cab1002Ch02A	ERS31168697
DURANCE16S_15Cab1010Ch02A	ERS31168698
DURANCE16S_15Cab1018Ch02A	ERS31168699
DURANCE16S_14Bue1014Ch02A	ERS31168702
DURANCE16S_14Man1010Cn02A	ERS31168703
DURANCE16S_14Man1018Ch02A	ERS31168704
DURANCE16S_14Per1014Ch02A	ERS31168705
DURANCE16S_15Cab1003Ch02A	ERS31168709
DURANCE16S_15Cab1011Ch02A	ERS31168710
DURANCE16S_15Cab1019Ch02A	ERS31168711
DURANCE16S_14Bue1015Ch02A	ERS31168714
DURANCE16S_14Man1011Ch02A	ERS31168715
DURANCE16S_14Man1019Ch02A	ERS31168716
DURANCE16S_14Per2011Ch02A	ERS31168717
DURANCE16S_15Bau1001Ch02A	ERS31168720
DURANCE16S_15Bau1009Ch02A	ERS31168721
DURANCE16S_15Bau1017Ch02A	ERS31168722
DURANCE16S_15Bau1025Ch02A	ERS31168723
DURANCE16S_15Jus1008Ch0A	ERS31168724
DURANCE16S_15Jus1016Ch0A	ERS31168725
DURANCE16S_15Caa1005Ch0A	ERS31168726
DURANCE16S_15Caa1013Ch0A	ERS31168727
DURANCE16S_15Avi1001Cn02A	ERS31168728
DURANCE16S_15Bue1004Ch02A	ERS31168730
DURANCE16S_15Bue1012Ch02A	ERS31168731
DURANCE16S_15Bau1002Ch02A	ERS31168732
DURANCE16S_15Bau1010Ch02A	ERS31168733
DURANCE16S_15Bau1018Ch02A	ERS31168734
DURANCE16S_15Jus1001CH02A	ERS31168735
DURANCE16S_15Jus1009Ch0A	ERS31168736
DURANCE16S_15Jus1017Ch0A	ERS31168737
DURANCE16S_15Caa1006Ch0A	ERS31168738
DURANCE16S_15Caa1014Ch0A	ERS31168739
DURANCE16S_15Avi1002Cn02A	ERS31168740
DURANCE16S_15Bue1005Ch02A	ERS31168742
DURANCE16S_15Bue1013Ch02A	ERS31168743
DURANCE16S_15Bau1003Ch02A	ERS31168744
DURANCE16S_15Bau1011Ch02A	ERS31168745
DURANCE16S_15Bau1019Ch02A	ERS31168746
DURANCE16S_15Jus1002Ch0A	ERS31168747
DURANCE16S_15Jus1010Ch0A	ERS31168748
DURANCE16S_15Jus1018Ch0A	ERS31168749
DURANCE16S_15Caa1007Ch0A	ERS31168750
DURANCE16S_15Caa1015Ch0A	ERS31168751
DURANCE16S_15Avi1011Cn02A	ERS31168753
DURANCE16S_15Bue1006Ch02A	ERS31168754
DURANCE16S_15Bue1014Ch02A	ERS31168755
DURANCE16S_15Bau1004Ch02A	ERS31168756
DURANCE16S_15Bau1012Ch02A	ERS31168757
DURANCE16S_15Bau1020Ch02A	ERS31168758
DURANCE16S_15Jus1003Ch0A	ERS31168759
DURANCE16S_15Jus1011Ch0A	ERS31168760
DURANCE16S_15Jus1019Ch0A	ERS31168761
DURANCE16S_15Caa1008Ch0A	ERS31168762
