dada2_sample,champ,valeur_fichier,valeur_corrigee,motif
15Per2015Ch03A,year,2015,2014,"coquille de prefixe : Pertuis non echantillonne en 2015 (Andre 2026-08-30) ; les 3 autres tissus du meme individu (num 2015, puits E11) portent 2014"
