individual_id,site_code,site_nom,riviere,role_population,annee,individual,taxon_code_actuel,espece_actuelle,sexe,taille_cm,poids_g,n_tissus_sequences,tissus,Individu,taxon_code_index,mediane des Index par chromosome,delta_mediane_quart
2015_Caa_1009,Caa,canal,Durance,allopatrie,2015,1009,Ch,Chondrostoma sp.,X,12.0,16.0,4,branchie;caudale;hindgut;midgut,15Caa1009,Cn,0.9999,0.03842699999999999
2015_Caa_1010,Caa,canal,Durance,allopatrie,2015,1010,Ch,Chondrostoma sp.,X,11.5,15.0,4,branchie;caudale;hindgut;midgut,15Caa1010,Cn,0.9999,0.019187999999999983
2015_Caa_1011,Caa,canal,Durance,allopatrie,2015,1011,Ch,Chondrostoma sp.,F,18.0,62.0,4,branchie;caudale;hindgut;midgut,15Caa1011,Pt,0.0001,0.0906421
2015_Caa_1012,Caa,canal,Durance,allopatrie,2015,1012,Ch,Chondrostoma sp.,M,15.5,45.0,4,branchie;caudale;hindgut;midgut,15Caa1012,Pt,0.0001,0.0
2015_Caa_1013,Caa,canal,Durance,allopatrie,2015,1013,Ch,Chondrostoma sp.,M,16.5,44.0,4,branchie;caudale;hindgut;midgut,15Caa1013,Pt,0.0001,0.0214899
2015_Caa_1014,Caa,canal,Durance,allopatrie,2015,1014,Ch,Chondrostoma sp.,M,15.0,38.0,4,branchie;caudale;hindgut;midgut,15Caa1014,Pt,0.0001,0.008547260000000001
2015_Caa_1015,Caa,canal,Durance,allopatrie,2015,1015,Ch,Chondrostoma sp.,M,14.5,31.0,4,branchie;caudale;hindgut;midgut,15Caa1015,Hy,0.7446605,0.20081149999999992
2015_Caa_1016,Caa,canal,Durance,allopatrie,2015,1016,Ch,Chondrostoma sp.,X,11.5,15.0,4,branchie;caudale;hindgut;midgut,15Caa1016,Pt,0.003348402,0.030516898
2015_Caa_1017,Caa,canal,Durance,allopatrie,2015,1017,Ch,Chondrostoma sp.,X,12.5,15.0,4,branchie;caudale;hindgut;midgut,15Caa1017,Hy,0.1006175,0.04702049999999999
2015_Caa_1018,Caa,canal,Durance,allopatrie,2015,1018,Ch,Chondrostoma sp.,X,10.5,12.0,4,branchie;caudale;hindgut;midgut,15Caa1018,Pt,0.0001,0.0258486
2015_Caa_1019,Caa,canal,Durance,allopatrie,2015,1019,Ch,Chondrostoma sp.,X,12.0,18.0,4,branchie;caudale;hindgut;midgut,15Caa1019,Pt,0.0001,0.007794419999999999
2015_Caa_1020,Caa,canal,Durance,allopatrie,2015,1020,Ch,Chondrostoma sp.,X,9.5,8.0,4,branchie;caudale;hindgut;midgut,15Caa1020,Pt,0.0001,0.0260511
2015_Cab_1001,Cab,Ain,Ain,allopatrie,2015,1001,Ch,Chondrostoma sp.,F,50.0,1467.0,4,branchie;caudale;hindgut;midgut,15Cab1001,Cn,0.9999,0.07011200000000006
2015_Cab_1002,Cab,Ain,Ain,allopatrie,2015,1002,Ch,Chondrostoma sp.,F,50.0,1712.0,4,branchie;caudale;hindgut;midgut,15Cab1002,Cn,0.9624035,0.043770499999999934
2015_Cab_1003,Cab,Ain,Ain,allopatrie,2015,1003,Ch,Chondrostoma sp.,M,19.0,86.0,4,branchie;caudale;hindgut;midgut,15Cab1003,Cn,0.9790135,0.04033549999999997
2015_Cab_1004,Cab,Ain,Ain,allopatrie,2015,1004,Ch,Chondrostoma sp.,M,42.5,970.0,4,branchie;caudale;hindgut;midgut,15Cab1004,Cn,0.9916195,0.051615500000000036
2015_Cab_1005,Cab,Ain,Ain,allopatrie,2015,1005,Ch,Chondrostoma sp.,F,43.0,1252.0,4,branchie;caudale;hindgut;midgut,15Cab1005,Cn,0.9999,0.04226799999999997
2015_Cab_1006,Cab,Ain,Ain,allopatrie,2015,1006,Ch,Chondrostoma sp.,F,32.5,484.0,4,branchie;caudale;hindgut;midgut,15Cab1006,Cn,0.9676345,0.0767025
2015_Cab_1007,Cab,Ain,Ain,allopatrie,2015,1007,Ch,Chondrostoma sp.,M,26.0,214.0,4,branchie;caudale;hindgut;midgut,15Cab1007,Cn,0.986855,0.040076
2015_Cab_1008,Cab,Ain,Ain,allopatrie,2015,1008,Ch,Chondrostoma sp.,M,47.0,1359.0,4,branchie;caudale;hindgut;midgut,15Cab1008,Cn,0.997914,0.01697700000000002
2015_Cab_1009,Cab,Ain,Ain,allopatrie,2015,1009,Ch,Chondrostoma sp.,F,42.0,1047.0,4,branchie;caudale;hindgut;midgut,15Cab1009,Hy,0.8998935,0.13065250000000006
2015_Cab_1010,Cab,Ain,Ain,allopatrie,2015,1010,Ch,Chondrostoma sp.,M,40.0,822.0,4,branchie;caudale;hindgut;midgut,15Cab1010,Hy,0.759876,0.07340000000000002
2015_Cab_1011,Cab,Ain,Ain,allopatrie,2015,1011,Ch,Chondrostoma sp.,F,23.0,132.0,4,branchie;caudale;hindgut;midgut,15Cab1011,Pt,0.00042399999999997995,0.0
2015_Cab_1012,Cab,Ain,Ain,allopatrie,2015,1012,Ch,Chondrostoma sp.,F,18.0,67.0,4,branchie;caudale;hindgut;midgut,15Cab1012,Pt,0.0001,0.0024834600000000003
2015_Cab_1013,Cab,Ain,Ain,allopatrie,2015,1013,Ch,Chondrostoma sp.,F,22.0,113.0,4,branchie;caudale;hindgut;midgut,15Cab1013,Pt,0.0001,0.0639904
2015_Cab_1014,Cab,Ain,Ain,allopatrie,2015,1014,Ch,Chondrostoma sp.,F,18.5,74.0,4,branchie;caudale;hindgut;midgut,15Cab1014,Pt,0.0001,0.0
2015_Cab_1015,Cab,Ain,Ain,allopatrie,2015,1015,Ch,Chondrostoma sp.,M,17.5,68.0,4,branchie;caudale;hindgut;midgut,15Cab1015,Pt,0.0001,0.0122371
2015_Cab_1016,Cab,Ain,Ain,allopatrie,2015,1016,Ch,Chondrostoma sp.,M,18.0,73.0,4,branchie;caudale;hindgut;midgut,15Cab1016,Pt,0.0001,0.00194113
2015_Cab_1017,Cab,Ain,Ain,allopatrie,2015,1017,Ch,Chondrostoma sp.,M,17.0,55.0,4,branchie;caudale;hindgut;midgut,15Cab1017,Pt,0.0001,0.0135881
2015_Cab_1018,Cab,Ain,Ain,allopatrie,2015,1018,Ch,Chondrostoma sp.,M,19.0,80.0,4,branchie;caudale;hindgut;midgut,15Cab1018,Pt,0.0001,0.018595900000000002
2015_Cab_1019,Cab,Ain,Ain,allopatrie,2015,1019,Ch,Chondrostoma sp.,M,18.0,69.0,4,branchie;caudale;hindgut;midgut,15Cab1019,Pt,0.0001,0.0
2015_Jus_1001,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1001,Ch,Chondrostoma sp.,F,16.0,52.0,4,branchie;caudale;hindgut;midgut,15Jus1001,Pt,0.0001,0.0
2015_Jus_1002,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1002,Ch,Chondrostoma sp.,M,22.0,85.0,4,branchie;caudale;hindgut;midgut,15Jus1002,Pt,0.0001,0.034920799999999995
2015_Jus_1003,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1003,Ch,Chondrostoma sp.,X,15.5,42.0,4,branchie;caudale;hindgut;midgut,15Jus1003,Pt,0.014152999999999999,0.0733562
2015_Jus_1004,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1004,Ch,Chondrostoma sp.,M,16.0,56.0,4,branchie;caudale;hindgut;midgut,15Jus1004,Pt,0.0001,0.008645690000000001
2015_Jus_1005,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1005,Ch,Chondrostoma sp.,M,15.5,42.0,4,branchie;caudale;hindgut;midgut,15Jus1005,Pt,0.0001,0.0121084
2015_Jus_1006,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1006,Ch,Chondrostoma sp.,X,15.0,41.0,4,branchie;caudale;hindgut;midgut,15Jus1006,Pt,0.0001,0.0
2015_Jus_1007,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1007,Ch,Chondrostoma sp.,M,17.0,51.0,4,branchie;caudale;hindgut;midgut,15Jus1007,Pt,0.0001,0.014199
2015_Jus_1008,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1008,Ch,Chondrostoma sp.,X,16.0,43.0,4,branchie;caudale;hindgut;midgut,15Jus1008,Pt,0.045518999999999976,0.01
2015_Jus_1009,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1009,Ch,Chondrostoma sp.,X,14.0,27.0,4,branchie;caudale;hindgut;midgut,15Jus1009,Hy,0.4761105,0.2859385
2015_Jus_1010,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1010,Ch,Chondrostoma sp.,M,43.0,1138.0,4,branchie;caudale;hindgut;midgut,15Jus1010,Cn,0.9999,0.04496900000000004
2015_Jus_1011,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1011,Ch,Chondrostoma sp.,M,43.5,1201.0,4,branchie;caudale;hindgut;midgut,15Jus1011,Hy,0.9294205,0.06764250000000005
2015_Jus_1012,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1012,Ch,Chondrostoma sp.,M,42.5,1072.0,4,branchie;caudale;hindgut;midgut,15Jus1012,Cn,0.9999,0.02703500000000003
2015_Jus_1013,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1013,Ch,Chondrostoma sp.,M,44.0,991.0,4,branchie;caudale;hindgut;midgut,15Jus1013,Cn,0.9766085,0.10154149999999995
2015_Jus_1014,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1014,Ch,Chondrostoma sp.,X,16.0,49.0,4,branchie;caudale;hindgut;midgut,15Jus1014,Cn,0.9468705,0.05302950000000006
2015_Jus_1015,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1015,Ch,Chondrostoma sp.,X,16.0,44.0,4,branchie;caudale;hindgut;midgut,15Jus1015,Cn,0.9977965,0.050436499999999995
2015_Jus_1016,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1016,Ch,Chondrostoma sp.,X,15.0,38.0,4,branchie;caudale;hindgut;midgut,15Jus1016,Hy,0.9999,0.23044900000000001
2015_Jus_1017,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1017,Ch,Chondrostoma sp.,X,14.5,35.0,4,branchie;caudale;hindgut;midgut,15Jus1017,Cn,0.9999,0.022872000000000003
2015_Jus_1018,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1018,Ch,Chondrostoma sp.,X,16.0,46.0,4,branchie;caudale;hindgut;midgut,15Jus1018,Cn,0.9970375,0.02751349999999997
2015_Jus_1019,Jus,St-Just,Ardèche,sympatrie+hyb,2015,1019,Ch,Chondrostoma sp.,X,11.5,18.0,4,branchie;caudale;hindgut;midgut,15Jus1019,Cn,0.9999,0.043321000000000054
2015_Per_2015,Per,?,?,à statuer,2015,2015,Ch,Chondrostoma sp.,,,,1,hindgut,,,,
