dada2_id,individual_id,run_label,library,tissue,site_code,station,riviere,latitude,longitude,date_collecte,annee,individual,categorie,categorie_aout_12chr,type_genome,inclus_passe1,qvalues_foie,index_mediane_andre,delta_mediane_quart,taxon_code_avant_genotypage,plate,well,well_row,well_col,col_rank_site,col_rank_station,qc_flag
14Avi1006Cn03A__durance2,2014_Avi_1006,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1006,Cn,Cn,pur,True,True,0.9999,0.03937199999999996,Cn,5,G05,G,05,1,1,
14Bue1003Cn03A__durance2,2014_Bue_1003,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1003,Cn,Cn,pur,True,True,0.9999,0.05878899999999998,Cn,5,G06,G,06,1,1,
14Bue1013Ch03A__durance2,2014_Bue_1013,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1013,Pt,Pt,pur,True,True,0.0001,0.023389300000000002,Ch,5,G07,G,07,2,2,
14Man1002Cn03A__durance2,2014_Man_1002,durance2,B,hindgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1002,Hy,Hy,quasi-pur,False,True,0.0001,0.366158,Cn,5,G08,G,08,1,1,
14Man1017Ch03A__durance2,2014_Man_1017,durance2,B,hindgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1017,Pt,Pt,pur,True,True,0.0001,0.0,Ch,5,G09,G,09,2,2,
14Per1013Ch03A__durance2,2014_Per_1013,durance2,B,hindgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1013,Pt,Pt,pur,True,True,0.0001,0.0,Ch,5,G10,G,10,1,1,
14Ain1037Cn03A__durance2,2014_Ain_1037,durance2,B,hindgut,Ain,Pont-d'Ain,Suran,46.048,5.324,2014-08-12,2014,1037,Cn,Cn,pur,True,True,0.9999,0.021923000000000026,Cn,5,H01,H,01,1,1,
15Cab1002Ch03A__durance2,2015_Cab_1002,durance2,B,hindgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1002,Cn,Cn,pur,True,True,0.9624035,0.043770499999999934,Ch,5,H02,H,02,1,2,
15Cab1010Ch03A__durance2,2015_Cab_1010,durance2,B,hindgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1010,Hy,Hy,intermediaire,True,True,0.759876,0.07340000000000002,Ch,5,H03,H,03,2,3,
15Cab1018Ch03A__durance2,2015_Cab_1018,durance2,B,hindgut,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1018,Pt,Pt,pur,True,True,0.0001,0.018595900000000002,Ch,5,H04,H,04,3,4,
14Avi1007Cn03A__durance2,2014_Avi_1007,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1007,Cn,Cn,pur,True,True,0.9999,0.010548000000000002,Cn,5,H05,H,05,1,1,
14Bue1004Cn03A__durance2,2014_Bue_1004,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1004,Cn,Cn,pur,True,True,0.9999,0.01164900000000002,Cn,5,H06,H,06,1,1,
14Bue1014Ch03A__durance2,2014_Bue_1014,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1014,Pt,Pt,pur,True,True,0.00459266,0.015245940000000001,Ch,5,H07,H,07,2,2,
14Man1010Cn03A__durance2,2014_Man_1010,durance2,B,hindgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1010,Hy,Pt,quasi-pur,False,True,0.0001,0.0,Cn,5,H08,H,08,1,1,
14Man1018Ch03A__durance2,2014_Man_1018,durance2,B,hindgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1018,Pt,Pt,pur,True,True,0.0001,0.0202354,Ch,5,H09,H,09,2,2,
14Per1014Ch03A__durance2,2014_Per_1014,durance2,B,hindgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1014,Pt,Pt,pur,True,True,0.0001,0.006368319999999999,Ch,5,H10,H,10,1,1,
15Bau1001Ch03A__durance2,2015_Bau_1001,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1001,Pt,Pt,pur,True,True,0.0001,0.0011884,Ch,6,A01,A,01,1,1,
15Bau1009Ch03A__durance2,2015_Bau_1009,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1009,Pt,Pt,pur,True,True,0.0001,0.0190407,Ch,6,A02,A,02,2,2,
15Bau1017Ch03A__durance2,2015_Bau_1017,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1017,Pt,Pt,pur,True,True,0.01931,0.026522699999999996,Ch,6,A03,A,03,3,3,
15Bau1025Ch03A__durance2,2015_Bau_1025,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1025,Pt,Pt,pur,True,True,0.019029945,0.066665255,Ch,6,A04,A,04,4,4,
15Jus1008Ch03A__durance2,2015_Jus_1008,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1008,Pt,Pt,pur,True,False,0.045518999999999976,0.01,Ch,6,A05,A,05,2,2,
15Jus1016Ch03A__durance2,2015_Jus_1016,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1016,Hy,Hy,quasi-pur,False,True,0.9999,0.23044900000000001,Ch,6,A06,A,06,3,3,
15Caa1005Ch03A__durance2,2015_Caa_1005,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1005,Cn,Cn,pur,True,True,0.9999,0.031225000000000058,Ch,6,A07,A,07,2,2,
15Caa1013Ch03A__durance2,2015_Caa_1013,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0214899,Ch,6,A08,A,08,3,3,
15Avi1001Cn03A__durance2,2015_Avi_1001,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1001,Hy,Hy,quasi-pur,False,True,0.9999,0.36144699999999996,Cn,6,A09,A,09,3,3,
15Avi1009Cn03A__durance2,2015_Avi_1009,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1009,Cn,Cn,pur,True,True,0.9999,0.06070900000000001,Cn,6,A10,A,10,4,4,
15Bue1004Ch03A__durance2,2015_Bue_1004,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1004,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,A11,A,11,5,5,
15Bue1012Ch03A__durance2,2015_Bue_1012,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1012,Hy,Hy,quasi-pur,False,True,0.0001,0.393005,Ch,6,A12,A,12,6,6,
15Bau1002Ch03A__durance2,2015_Bau_1002,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1002,Pt,Pt,pur,True,True,0.0001,0.00046527,Ch,6,B01,B,01,1,1,
15Bau1010Ch03A__durance2,2015_Bau_1010,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1010,Hy,Hy,quasi-pur,False,True,0.0001,0.375879,Ch,6,B02,B,02,2,2,
15Bau1018Ch03A__durance2,2015_Bau_1018,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1018,Pt,Pt,pur,True,True,0.0001,0.0420278,Ch,6,B03,B,03,3,3,
15Jus1001Ch03A__durance2,2015_Jus_1001,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1001,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,B04,B,04,1,1,
15Jus1009Ch03A__durance2,2015_Jus_1009,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1009,Hy,Hy,intermediaire,True,True,0.4761105,0.2859385,Ch,6,B05,B,05,2,2,
15Jus1017Ch03A__durance2,2015_Jus_1017,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1017,Cn,Cn,pur,True,True,0.9999,0.022872000000000003,Ch,6,B06,B,06,3,3,
15Caa1006Ch03A__durance2,2015_Caa_1006,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1006,Hy,Hy,intermediaire,True,True,0.9211665,0.07827249999999997,Ch,6,B07,B,07,2,2,
15Caa1014Ch03A__durance2,2015_Caa_1014,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1014,Pt,Pt,pur,True,True,0.0001,0.008547260000000001,Ch,6,B08,B,08,3,3,
15Avi1002Cn03A__durance2,2015_Avi_1002,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1002,Hy,Hy,intermediaire,True,True,0.529004,0.06558199999999992,Cn,6,B09,B,09,3,3,
15Avi1010Cn03A__durance2,2015_Avi_1010,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1010,Cn,Cn,pur,True,True,0.9999,0.023951999999999973,Cn,6,B10,B,10,4,4,
15Bue1005Ch03A__durance2,2015_Bue_1005,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1005,Hy,Hy,intermediaire,True,True,0.130852,0.06826000000000002,Ch,6,B11,B,11,5,5,
15Bue1013Ch03A__durance2,2015_Bue_1013,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0261861,Ch,6,B12,B,12,6,6,
15Bau1003Ch03A__durance2,2015_Bau_1003,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1003,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,C01,C,01,1,1,
15Bau1011Ch03A__durance2,2015_Bau_1011,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1011,Pt,Pt,pur,True,True,0.00156659,0.04267271,Ch,6,C02,C,02,2,2,
15Bau1019Ch03A__durance2,2015_Bau_1019,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1019,Hy,Pt,quasi-pur,False,True,0.0001,0.00373055,Ch,6,C03,C,03,3,3,
15Jus1002Ch03A__durance2,2015_Jus_1002,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1002,Hy,Pt,quasi-pur,False,True,0.0001,0.034920799999999995,Ch,6,C04,C,04,1,1,
15Jus1010Ch03A__durance2,2015_Jus_1010,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1010,Cn,Cn,pur,True,True,0.9999,0.04496900000000004,Ch,6,C05,C,05,2,2,
15Jus1018Ch03A__durance2,2015_Jus_1018,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1018,Cn,Cn,pur,True,True,0.9970375,0.02751349999999997,Ch,6,C06,C,06,3,3,
15Caa1007Ch03A__durance2,2015_Caa_1007,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1007,Cn,Cn,pur,True,True,0.9847625,0.052702499999999985,Ch,6,C07,C,07,2,2,
15Caa1015Ch03A__durance2,2015_Caa_1015,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1015,Hy,Hy,intermediaire,True,True,0.7446605,0.20081149999999992,Ch,6,C08,C,08,3,3,
15Avi1003Cn03A__durance2,2015_Avi_1003,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1003,Cn,Cn,pur,True,True,0.9999,0.020881999999999956,Cn,6,C09,C,09,3,3,
15Avi1011Cn03A__durance2,2015_Avi_1011,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1011,Hy,Cn,quasi-pur,False,True,0.9999,0.05917300000000003,Cn,6,C10,C,10,4,4,
15Bue1006Ch03A__durance2,2015_Bue_1006,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1006,Pt,Hy,pur,True,True,0.00753796,0.11408504,Ch,6,C11,C,11,5,5,
15Bue1014Ch03A__durance2,2015_Bue_1014,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1014,Pt,Pt,pur,True,False,0.001654999999999962,0.0,Ch,6,C12,C,12,6,6,
15Bau1004Ch03A__durance2,2015_Bau_1004,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1004,Hy,Pt,quasi-pur,False,True,0.0001,0.07919129999999999,Ch,6,D01,D,01,1,1,
15Bau1012Ch03A__durance2,2015_Bau_1012,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1012,Pt,Pt,pur,True,True,0.0001,0.014222100000000001,Ch,6,D02,D,02,2,2,
15Bau1020Ch03A__durance2,2015_Bau_1020,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1020,Hy,Hy,quasi-pur,False,True,0.0001,0.206549,Ch,6,D03,D,03,3,3,
15Jus1003Ch03A__durance2,2015_Jus_1003,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1003,Hy,Pt,quasi-pur,False,True,0.014152999999999999,0.0733562,Ch,6,D04,D,04,1,1,
15Jus1011Ch03A__durance2,2015_Jus_1011,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1011,Cn,Hy,pur,True,True,0.9294205,0.06764250000000005,Ch,6,D05,D,05,2,2,
15Jus1019Ch03A__durance2,2015_Jus_1019,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1019,Cn,Cn,pur,True,True,0.9999,0.043321000000000054,Ch,6,D06,D,06,3,3,
15Caa1008Ch03A__durance2,2015_Caa_1008,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1008,Hy,Hy,intermediaire,True,True,0.9208035,0.07993349999999999,Ch,6,D07,D,07,2,2,
15Caa1016Ch03A__durance2,2015_Caa_1016,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1016,Hy,Pt,quasi-pur,False,True,0.003348402,0.030516898,Ch,6,D08,D,08,3,3,
15Avi1004Cn03A__durance2,2015_Avi_1004,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1004,Cn,Cn,pur,True,True,0.9999,0.022290000000000032,Cn,6,D09,D,09,3,3,
15Avi1012Pt03A__durance2,2015_Avi_1012,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1012,Hy,Hy,quasi-pur,False,True,0.0001,0.39093300000000003,Pt,6,D10,D,10,4,4,
15Bue1007Ch03A__durance2,2015_Bue_1007,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1007,Hy,Hy,intermediaire,True,True,0.220115,0.09282300000000002,Ch,6,D11,D,11,5,5,
15Bue1015Ch03A__durance2,2015_Bue_1015,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1015,Pt,Pt,pur,True,True,0.0001,0.0178451,Ch,6,D12,D,12,6,6,
15Bau1005Ch03A__durance2,2015_Bau_1005,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1005,Pt,Pt,pur,True,True,0.004509865000000001,0.039507935,Ch,6,E01,E,01,1,1,
15Bau1013Ch03A__durance2,2015_Bau_1013,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0409044,Ch,6,E02,E,02,2,2,
15Bau1021Ch03A__durance2,2015_Bau_1021,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1021,Hy,Pt,quasi-pur,False,True,0.0001,0.0344185,Ch,6,E03,E,03,3,3,
15Jus1004Ch03A__durance2,2015_Jus_1004,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1004,Hy,Pt,quasi-pur,False,True,0.0001,0.008645690000000001,Ch,6,E04,E,04,1,1,
15Jus1012Ch03A__durance2,2015_Jus_1012,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1012,Cn,Cn,pur,True,True,0.9999,0.02703500000000003,Ch,6,E05,E,05,2,2,
15Caa1001CH03A__durance2,2015_Caa_1001,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1001,Cn,Cn,pur,True,True,0.947083,0.052817,Ch,6,E06,E,06,1,1,
15Caa1009Ch03A__durance2,2015_Caa_1009,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1009,Cn,Cn,pur,True,True,0.9999,0.03842699999999999,Ch,6,E07,E,07,2,2,
15Caa1017Ch03A__durance2,2015_Caa_1017,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1017,Hy,Hy,intermediaire,True,True,0.1006175,0.04702049999999999,Ch,6,E08,E,08,3,3,
15Avi1005Cn03A__durance2,2015_Avi_1005,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1005,Cn,Cn,pur,True,True,0.99929,0.06421699999999997,Cn,6,E09,E,09,3,3,
15Avi1013Pt03A__durance2,2015_Avi_1013,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1013,Hy,Hy,intermediaire,True,True,0.28511410000000004,0.33378589999999997,Pt,6,E10,E,10,4,4,
15Bue1008Ch03A__durance2,2015_Bue_1008,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1008,Pt,Pt,pur,True,True,0.0001,0.00945818,Ch,6,E11,E,11,5,5,
15Bue1016Ch03A__durance2,2015_Bue_1016,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1016,Hy,Hy,intermediaire,True,True,0.8887309999999999,0.15708699999999998,Ch,6,E12,E,12,6,6,
15Bau1006Ch03A__durance2,2015_Bau_1006,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1006,Hy,Hy,intermediaire,True,True,0.5132975,0.09612850000000006,Ch,6,F01,F,01,1,1,
15Bau1014Ch03A__durance2,2015_Bau_1014,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1014,Pt,Pt,pur,True,True,0.00344197,0.03864973,Ch,6,F02,F,02,2,2,
15Bau1022Ch03A__durance2,2015_Bau_1022,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1022,Pt,Pt,pur,True,True,0.026378,0.0396818,Ch,6,F03,F,03,3,3,
15Jus1005Ch03A__durance2,2015_Jus_1005,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1005,Hy,Pt,quasi-pur,False,True,0.0001,0.0121084,Ch,6,F04,F,04,1,1,
15Jus1013Ch03A__durance2,2015_Jus_1013,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1013,Cn,Cn,pur,True,True,0.9766085,0.10154149999999995,Ch,6,F05,F,05,2,2,
15Caa1002Ch03A__durance2,2015_Caa_1002,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1002,Cn,Cn,pur,True,True,0.9994325,0.1068714999999999,Ch,6,F06,F,06,1,1,
15Caa1010Ch03A__durance2,2015_Caa_1010,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1010,Cn,Cn,pur,True,True,0.9999,0.019187999999999983,Ch,6,F07,F,07,2,2,
15Caa1018Ch03A__durance2,2015_Caa_1018,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1018,Pt,Pt,pur,True,True,0.0001,0.0258486,Ch,6,F08,F,08,3,3,
15Avi1006Cn03A__durance2,2015_Avi_1006,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1006,Cn,Cn,pur,True,True,0.981626,0.024009999999999976,Cn,6,F09,F,09,3,3,
15Bue1001Ch03A__durance2,2015_Bue_1001,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1001,Cn,Cn,pur,True,True,0.9999,0.05101900000000004,Ch,6,F10,F,10,4,4,
15Bue1009Ch03A__durance2,2015_Bue_1009,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1009,Hy,Hy,intermediaire,True,True,0.9276935,0.1251184999999999,Ch,6,F11,F,11,5,5,
15Bue1017Ch03A__durance2,2015_Bue_1017,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1017,Cn,Cn,pur,True,True,0.985546,0.08171899999999999,Ch,6,F12,F,12,6,6,
15Bau1007Ch03A__durance2,2015_Bau_1007,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1007,Pt,Pt,pur,True,True,0.0001,0.00827844,Ch,6,G01,G,01,1,1,
15Bau1015Ch03A__durance2,2015_Bau_1015,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1015,Pt,Pt,pur,True,True,0.0001,0.0171402,Ch,6,G02,G,02,2,2,
15Bau1023Ch03A__durance2,2015_Bau_1023,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1023,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,G03,G,03,3,3,
15Jus1006Ch03A__durance2,2015_Jus_1006,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1006,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,G04,G,04,1,1,
15Jus1014Ch03A__durance2,2015_Jus_1014,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1014,Cn,Cn,pur,True,True,0.9468705,0.05302950000000006,Ch,6,G05,G,05,2,2,
15Caa1003Ch03A__durance2,2015_Caa_1003,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1003,Cn,Cn,pur,True,True,0.9999,0.011297000000000001,Ch,6,G06,G,06,1,1,
15Caa1011Ch03A__durance2,2015_Caa_1011,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1011,Pt,Pt,pur,True,True,0.0001,0.0906421,Ch,6,G07,G,07,2,2,
15Caa1019Ch03A__durance2,2015_Caa_1019,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1019,Hy,Pt,quasi-pur,False,True,0.0001,0.007794419999999999,Ch,6,G08,G,08,3,3,
15Avi1007Cn03A__durance2,2015_Avi_1007,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1007,Cn,Cn,pur,True,True,0.9999,0.08638400000000002,Cn,6,G09,G,09,3,3,
15Bue1002Ch03A__durance2,2015_Bue_1002,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1002,Cn,Cn,pur,True,True,0.9999,0.015835000000000043,Ch,6,G10,G,10,4,4,
15Bue1010Ch03A__durance2,2015_Bue_1010,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1010,Hy,Hy,intermediaire,True,True,0.5373025,0.11367450000000001,Ch,6,G11,G,11,5,5,
15Bue1018Ch03A__durance2,2015_Bue_1018,durance2,B,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1018,Hy,Hy,intermediaire,True,True,0.8807585,0.09011049999999998,Ch,6,G12,G,12,6,6,
15Bau1008Ch03A__durance2,2015_Bau_1008,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1008,Pt,Pt,pur,True,True,0.0001,0.039034,Ch,6,H01,H,01,1,1,
15Bau1016Ch03A__durance2,2015_Bau_1016,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1016,Hy,Hy,quasi-pur,False,True,0.02028617,0.44522083,Ch,6,H02,H,02,2,2,
15Bau1024Ch03A__durance2,2015_Bau_1024,durance2,B,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1024,Pt,Pt,pur,True,True,0.0001,0.0131795,Ch,6,H03,H,03,3,3,
15Jus1007Ch03A__durance2,2015_Jus_1007,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1007,Pt,Pt,pur,True,True,0.0001,0.014199,Ch,6,H04,H,04,1,1,
15Jus1015Ch03A__durance2,2015_Jus_1015,durance2,B,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1015,Cn,Cn,pur,True,True,0.9977965,0.050436499999999995,Ch,6,H05,H,05,2,2,
15Caa1004Ch03A__durance2,2015_Caa_1004,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1004,Cn,Cn,pur,True,True,0.9999,0.005790999999999991,Ch,6,H06,H,06,1,1,
15Caa1012Ch03A__durance2,2015_Caa_1012,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,H07,H,07,2,2,
15Caa1020Ch03A__durance2,2015_Caa_1020,durance2,B,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1020,Pt,Pt,pur,True,True,0.0001,0.0260511,Ch,6,H08,H,08,3,3,
15Avi1008Cn03A__durance2,2015_Avi_1008,durance2,B,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1008,Cn,Cn,pur,True,True,0.9999,0.01104000000000005,Cn,6,H09,H,09,3,3,
