dada2_id,individual_id,run_label,library,tissue,site_code,station,riviere,latitude,longitude,date_collecte,annee,individual,categorie,categorie_aout_12chr,type_genome,inclus_passe1,qvalues_foie,index_mediane_andre,delta_mediane_quart,taxon_code_avant_genotypage,plate,well,well_row,well_col,col_rank_site,col_rank_station,qc_flag
15Bau1013Ch03A__durance1,2015_Bau_1013,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0409044,Ch,6,E02,E,02,2,2,
15Bau1021Ch03A__durance1,2015_Bau_1021,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1021,Hy,Pt,quasi-pur,False,True,0.0001,0.0344185,Ch,6,E03,E,03,3,3,
15Jus1004Ch03A__durance1,2015_Jus_1004,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1004,Hy,Pt,quasi-pur,False,True,0.0001,0.008645690000000001,Ch,6,E04,E,04,1,1,
15Jus1012Ch03A__durance1,2015_Jus_1012,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1012,Cn,Cn,pur,True,True,0.9999,0.02703500000000003,Ch,6,E05,E,05,2,2,
15Caa1001CH03A__durance1,2015_Caa_1001,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1001,Cn,Cn,pur,True,True,0.947083,0.052817,Ch,6,E06,E,06,1,1,
15Caa1009Ch03A__durance1,2015_Caa_1009,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1009,Cn,Cn,pur,True,True,0.9999,0.03842699999999999,Ch,6,E07,E,07,2,2,
15Caa1017Ch03A__durance1,2015_Caa_1017,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1017,Hy,Hy,intermediaire,True,True,0.1006175,0.04702049999999999,Ch,6,E08,E,08,3,3,
15Avi1005Cn03A__durance1,2015_Avi_1005,durance1,A,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1005,Cn,Cn,pur,True,True,0.99929,0.06421699999999997,Cn,6,E09,E,09,3,3,
15Avi1013Pt03A__durance1,2015_Avi_1013,durance1,A,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1013,Hy,Hy,intermediaire,True,True,0.28511410000000004,0.33378589999999997,Pt,6,E10,E,10,4,4,
15Bue1008Ch03A__durance1,2015_Bue_1008,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1008,Pt,Pt,pur,True,True,0.0001,0.00945818,Ch,6,E11,E,11,5,5,
15Bue1016Ch03A__durance1,2015_Bue_1016,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1016,Hy,Hy,intermediaire,True,True,0.8887309999999999,0.15708699999999998,Ch,6,E12,E,12,6,6,
15Bau1006Ch03A__durance1,2015_Bau_1006,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1006,Hy,Hy,intermediaire,True,True,0.5132975,0.09612850000000006,Ch,6,F01,F,01,1,1,
15Bau1014Ch03A__durance1,2015_Bau_1014,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1014,Pt,Pt,pur,True,True,0.00344197,0.03864973,Ch,6,F02,F,02,2,2,
15Bau1022Ch03A__durance1,2015_Bau_1022,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1022,Pt,Pt,pur,True,True,0.026378,0.0396818,Ch,6,F03,F,03,3,3,
15Jus1005Ch03A__durance1,2015_Jus_1005,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1005,Hy,Pt,quasi-pur,False,True,0.0001,0.0121084,Ch,6,F04,F,04,1,1,
15Jus1013Ch03A__durance1,2015_Jus_1013,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1013,Cn,Cn,pur,True,True,0.9766085,0.10154149999999995,Ch,6,F05,F,05,2,2,
15Caa1002Ch03A__durance1,2015_Caa_1002,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1002,Cn,Cn,pur,True,True,0.9994325,0.1068714999999999,Ch,6,F06,F,06,1,1,
15Caa1010Ch03A__durance1,2015_Caa_1010,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1010,Cn,Cn,pur,True,True,0.9999,0.019187999999999983,Ch,6,F07,F,07,2,2,
15Caa1018Ch03A__durance1,2015_Caa_1018,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1018,Pt,Pt,pur,True,True,0.0001,0.0258486,Ch,6,F08,F,08,3,3,
15Avi1006Cn03A__durance1,2015_Avi_1006,durance1,A,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1006,Cn,Cn,pur,True,True,0.981626,0.024009999999999976,Cn,6,F09,F,09,3,3,
15Bue1001Ch03A__durance1,2015_Bue_1001,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1001,Cn,Cn,pur,True,True,0.9999,0.05101900000000004,Ch,6,F10,F,10,4,4,
15Bue1009Ch03A__durance1,2015_Bue_1009,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1009,Hy,Hy,intermediaire,True,True,0.9276935,0.1251184999999999,Ch,6,F11,F,11,5,5,
15Bue1017Ch03A__durance1,2015_Bue_1017,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1017,Cn,Cn,pur,True,True,0.985546,0.08171899999999999,Ch,6,F12,F,12,6,6,
15Bau1007Ch03A__durance1,2015_Bau_1007,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1007,Pt,Pt,pur,True,True,0.0001,0.00827844,Ch,6,G01,G,01,1,1,
15Bau1015Ch03A__durance1,2015_Bau_1015,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1015,Pt,Pt,pur,True,True,0.0001,0.0171402,Ch,6,G02,G,02,2,2,
15Bau1023Ch03A__durance1,2015_Bau_1023,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1023,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,G03,G,03,3,3,
15Jus1006Ch03A__durance1,2015_Jus_1006,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1006,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,G04,G,04,1,1,
15Jus1014Ch03A__durance1,2015_Jus_1014,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1014,Cn,Cn,pur,True,True,0.9468705,0.05302950000000006,Ch,6,G05,G,05,2,2,
15Caa1003Ch03A__durance1,2015_Caa_1003,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1003,Cn,Cn,pur,True,True,0.9999,0.011297000000000001,Ch,6,G06,G,06,1,1,
15Caa1011Ch03A__durance1,2015_Caa_1011,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1011,Pt,Pt,pur,True,True,0.0001,0.0906421,Ch,6,G07,G,07,2,2,
15Caa1019Ch03A__durance1,2015_Caa_1019,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1019,Hy,Pt,quasi-pur,False,True,0.0001,0.007794419999999999,Ch,6,G08,G,08,3,3,
15Avi1007Cn03A__durance1,2015_Avi_1007,durance1,A,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1007,Cn,Cn,pur,True,True,0.9999,0.08638400000000002,Cn,6,G09,G,09,3,3,
15Bue1002Ch03A__durance1,2015_Bue_1002,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1002,Cn,Cn,pur,True,True,0.9999,0.015835000000000043,Ch,6,G10,G,10,4,4,
15Bue1010Ch03A__durance1,2015_Bue_1010,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1010,Hy,Hy,intermediaire,True,True,0.5373025,0.11367450000000001,Ch,6,G11,G,11,5,5,
15Bue1018Ch03A__durance1,2015_Bue_1018,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1018,Hy,Hy,intermediaire,True,True,0.8807585,0.09011049999999998,Ch,6,G12,G,12,6,6,
15Bau1008Ch03A__durance1,2015_Bau_1008,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1008,Pt,Pt,pur,True,True,0.0001,0.039034,Ch,6,H01,H,01,1,1,
15Bau1016Ch03A__durance1,2015_Bau_1016,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1016,Hy,Hy,quasi-pur,False,True,0.02028617,0.44522083,Ch,6,H02,H,02,2,2,
15Bau1024Ch03A__durance1,2015_Bau_1024,durance1,A,hindgut,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1024,Pt,Pt,pur,True,True,0.0001,0.0131795,Ch,6,H03,H,03,3,3,
15Jus1007Ch03A__durance1,2015_Jus_1007,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1007,Pt,Pt,pur,True,True,0.0001,0.014199,Ch,6,H04,H,04,1,1,
15Jus1015Ch03A__durance1,2015_Jus_1015,durance1,A,hindgut,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1015,Cn,Cn,pur,True,True,0.9977965,0.050436499999999995,Ch,6,H05,H,05,2,2,
15Caa1004Ch03A__durance1,2015_Caa_1004,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1004,Cn,Cn,pur,True,True,0.9999,0.005790999999999991,Ch,6,H06,H,06,1,1,
15Caa1012Ch03A__durance1,2015_Caa_1012,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,6,H07,H,07,2,2,
15Caa1020Ch03A__durance1,2015_Caa_1020,durance1,A,hindgut,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1020,Pt,Pt,pur,True,True,0.0001,0.0260511,Ch,6,H08,H,08,3,3,
15Avi1008Cn03A__durance1,2015_Avi_1008,durance1,A,hindgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1008,Cn,Cn,pur,True,True,0.9999,0.01104000000000005,Cn,6,H09,H,09,3,3,
15Bue1003Ch03A__durance1,2015_Bue_1003,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1003,Cn,Cn,pur,True,True,0.9999,0.015947000000000044,Ch,6,H10,H,10,4,4,
15Bue1011Ch03A__durance1,2015_Bue_1011,durance1,A,hindgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1011,Hy,Hy,intermediaire,True,True,0.7010149999999999,0.10766600000000004,Ch,6,H11,H,11,5,5,
14Ain1001Cn02A__durance1,2014_Ain_1001,durance1,A,midgut,Ain,Pont-d'Ain,Suran,46.048,5.324,2014-08-12,2014,1001,Cn,Cn,pur,True,True,0.9999,0.02987200000000001,Cn,7,A01,A,01,1,1,
14Ain1039Pt02A__durance1,2014_Ain_1039,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1039,Pt,Pt,pur,True,True,0.0001,0.0118913,Pt,7,A02,A,02,2,2,
15Cab1004Ch02A__durance1,2015_Cab_1004,durance1,A,midgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1004,Cn,Cn,pur,True,True,0.9916195,0.051615500000000036,Ch,7,A03,A,03,2,3,
15Cab1012Ch02A__durance1,2015_Cab_1012,durance1,A,midgut,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1012,Pt,Pt,pur,True,True,0.0001,0.0024834600000000003,Ch,7,A04,A,04,3,4,
14Avi1001Cn02A__durance1,2014_Avi_1001,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1001,Cn,Cn,pur,True,True,0.9999,0.014294000000000029,Cn,7,A05,A,05,1,1,
14Avi1036Cn02A__durance1,2014_Avi_1036,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1036,Cn,Cn,pur,True,True,0.9999,0.025182000000000038,Cn,7,A06,A,06,2,2,
14Bue1006Cn02A__durance1,2014_Bue_1006,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1006,Hy,Hy,intermediaire,True,True,0.9466924999999999,0.09561849999999994,Cn,7,A07,A,07,2,2,
14Bue1016Ch02A__durance1,2014_Bue_1016,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1016,Hy,Pt,quasi-pur,False,True,0.0001,0.025033800000000002,Ch,7,A08,A,08,3,3,
14Man1012Ch02A__durance1,2014_Man_1012,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1012,Pt,Pt,pur,True,True,0.0001,0.00126172,Ch,7,A09,A,09,2,2,
14Man1020Ch02A__durance1,2014_Man_1020,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1020,Hy,Pt,quasi-pur,False,True,0.0001,0.00115361,Ch,7,A10,A,10,3,3,
14Per2012Ch02A__durance1,2014_Per_2012,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,A11,A,11,2,2,
14Per2012Ch02A-bis__durance1,2014_Per_2012,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,A12,A,12,3,3,
14Ain1002Cn02A__durance1,2014_Ain_1002,durance1,A,midgut,Ain,Pont-d'Ain,Suran,46.048,5.324,2014-08-12,2014,1002,Cn,Cn,pur,True,True,0.9999,0.027077000000000018,Cn,7,B01,B,01,1,1,
14Ain1040Pt02A__durance1,2014_Ain_1040,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1040,Pt,Pt,pur,True,True,0.0001,0.029344600000000002,Pt,7,B02,B,02,2,2,
15Cab1005Ch02A__durance1,2015_Cab_1005,durance1,A,midgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1005,Cn,Cn,pur,True,True,0.9999,0.04226799999999997,Ch,7,B03,B,03,2,3,
15Cab1013Ch02A__durance1,2015_Cab_1013,durance1,A,midgut,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0639904,Ch,7,B04,B,04,3,4,
14Avi1002Cn02A__durance1,2014_Avi_1002,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1002,Cn,Cn,pur,True,True,0.9999,0.01569799999999999,Cn,7,B05,B,05,1,1,
14Avi1037Cn02A__durance1,2014_Avi_1037,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1037,Cn,Cn,pur,True,True,0.9999,0.114066,Cn,7,B06,B,06,2,2,
14Bue1007Cn02A__durance1,2014_Bue_1007,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1007,Cn,Cn,pur,True,True,0.9999,0.013390000000000013,Cn,7,B07,B,07,2,2,
14Bue1017Ch02A__durance1,2014_Bue_1017,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1017,Pt,Pt,pur,True,True,0.0001,0.0436135,Ch,7,B08,B,08,3,3,
14Man1013Ch02A__durance1,2014_Man_1013,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1013,Pt,Pt,pur,True,True,0.0001,0.0236388,Ch,7,B09,B,09,2,2,
14Man1021Ch02A__durance1,2014_Man_1021,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1021,Hy,Hy,intermediaire,True,True,0.2179825,0.1247321,Ch,7,B10,B,10,3,3,
14Per2013Ch02A__durance1,2014_Per_2013,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2013,Hy,Hy,intermediaire,True,True,0.2097815,0.1761465,Ch,7,B11,B,11,2,2,
14Per2013Ch02A-bis__durance1,2014_Per_2013,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2013,Hy,Hy,intermediaire,True,True,0.2097815,0.1761465,Ch,7,B12,B,12,3,3,
14Ain1011Pt02A__durance1,2014_Ain_1011,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1011,Pt,Pt,pur,True,True,0.0001,0.00132522,Pt,7,C01,C,01,1,1,
14Ain1041Pt02A__durance1,2014_Ain_1041,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1041,Pt,Pt,pur,True,True,0.0001,0.0032175100000000002,Pt,7,C02,C,02,2,2,
15Cab1006Ch02A__durance1,2015_Cab_1006,durance1,A,midgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1006,Cn,Cn,pur,True,True,0.9676345,0.0767025,Ch,7,C03,C,03,2,3,
15Cab1014Ch02A__durance1,2015_Cab_1014,durance1,A,midgut,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1014,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,C04,C,04,3,4,
14Avi1003Cn02A__durance1,2014_Avi_1003,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1003,Cn,Cn,pur,True,True,0.9999,0.002593999999999985,Cn,7,C05,C,05,1,1,
14Avi1038Cn02A__durance1,2014_Avi_1038,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1038,Cn,Cn,pur,True,True,0.9999,0.017442999999999986,Cn,7,C06,C,06,2,2,
14Bue1008Cn02A__durance1,2014_Bue_1008,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1008,Cn,Cn,pur,True,True,0.9999,0.019206999999999974,Cn,7,C07,C,07,2,2,
14Bue1018Ch02A__durance1,2014_Bue_1018,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1018,Pt,Pt,pur,True,True,0.0001,0.009559940000000001,Ch,7,C08,C,08,3,3,
14Man1014Ch02A__durance1,2014_Man_1014,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1014,Pt,Pt,pur,True,True,0.0001,0.0023953100000000003,Ch,7,C09,C,09,2,2,
14Man1022Ch02A__durance1,2014_Man_1022,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1022,Pt,Pt,pur,True,True,0.0001,0.010545200000000001,Ch,7,C10,C,10,3,3,
14Per2014Ch02A__durance1,2014_Per_2014,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2014,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,C11,C,11,2,2,
14Ain1012Pt02A__durance1,2014_Ain_1012,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1012,Pt,Pt,pur,True,True,0.0001,0.034025599999999996,Pt,7,D01,D,01,1,1,
14Ain1042Pt02A__durance1,2014_Ain_1042,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1042,Pt,Pt,pur,True,True,0.0001,0.0252761,Pt,7,D02,D,02,2,2,
15Cab1007Ch02A__durance1,2015_Cab_1007,durance1,A,midgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1007,Cn,Cn,pur,True,True,0.986855,0.040076,Ch,7,D03,D,03,2,3,
15Cab1015Ch02A__durance1,2015_Cab_1015,durance1,A,midgut,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1015,Pt,Pt,pur,True,True,0.0001,0.0122371,Ch,7,D04,D,04,3,4,
14Avi1004Cn02A__durance1,2014_Avi_1004,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1004,Cn,Cn,pur,True,True,0.9999,0.01977300000000004,Cn,7,D05,D,05,1,1,
14Bue1001Cn02A__durance1,2014_Bue_1001,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1001,Cn,Cn,pur,True,False,0.9878026,0.0,Cn,7,D06,D,06,1,1,
14Bue1011Ch02A__durance1,2014_Bue_1011,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1011,Pt,Pt,pur,True,True,0.0001,0.0232161,Ch,7,D07,D,07,2,2,
14Bue1019Ch02A__durance1,2014_Bue_1019,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1019,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,D08,D,08,3,3,
14Man1015Ch02A__durance1,2014_Man_1015,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1015,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,D09,D,09,2,2,
14per1011Ch02A__durance1,2014_Per_1011,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1011,Pt,Pt,pur,True,True,0.0001,0.01805,Ch,7,D10,D,10,1,1,
14Per2015Ch02A__durance1,2014_Per_2015,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2015,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,D11,D,11,2,2,
14Ain1013Pt02A__durance1,2014_Ain_1013,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1013,Pt,Pt,pur,True,True,0.0001,0.0099728,Pt,7,E01,E,01,1,1,
14Ain1043Pt02A__durance1,2014_Ain_1043,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1043,Pt,Pt,pur,True,True,0.0001,0.0059209399999999995,Pt,7,E02,E,02,2,2,
15Cab1008Ch02A__durance1,2015_Cab_1008,durance1,A,midgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1008,Cn,Cn,pur,True,True,0.997914,0.01697700000000002,Ch,7,E03,E,03,2,3,
15Cab1016Ch02A__durance1,2015_Cab_1016,durance1,A,midgut,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1016,Pt,Pt,pur,True,True,0.0001,0.00194113,Ch,7,E04,E,04,3,4,
14Avi1005Cn02A__durance1,2014_Avi_1005,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1005,Cn,Cn,pur,True,True,0.9999,0.08110799999999996,Cn,7,E05,E,05,1,1,
14Bue1002Cn02A__durance1,2014_Bue_1002,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1002,Cn,Cn,pur,True,False,0.989712,0.0,Cn,7,E06,E,06,1,1,
14Bue1012Ch02A__durance1,2014_Bue_1012,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,7,E07,E,07,2,2,
14Man1001Cn02A__durance1,2014_Man_1001,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1001,Pt,Pt,pur,True,True,0.0001,0.0031458500000000004,Cn,7,E08,E,08,1,1,
14Man1016Ch02A__durance1,2014_Man_1016,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1016,Pt,Pt,pur,True,True,0.0001,0.00548115,Ch,7,E09,E,09,2,2,
14Per1012Ch02A__durance1,2014_Per_1012,durance1,A,midgut,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,1012,Pt,Pt,pur,True,True,0.0001,0.00345481,Ch,7,E10,E,10,1,1,
14Ain1014Pt02A__durance1,2014_Ain_1014,durance1,A,midgut,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1014,Pt,Pt,pur,True,True,0.0001,0.0193883,Pt,7,F01,F,01,1,1,
15Cab1001Ch02A__durance1,2015_Cab_1001,durance1,A,midgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1001,Cn,Cn,pur,True,True,0.9999,0.07011200000000006,Ch,7,F02,F,02,1,2,
15Cab1009Ch02A__durance1,2015_Cab_1009,durance1,A,midgut,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1009,Hy,Hy,intermediaire,True,True,0.8998935,0.13065250000000006,Ch,7,F03,F,03,2,3,
15Cab1017Ch02A__durance1,2015_Cab_1017,durance1,A,midgut,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1017,Pt,Pt,pur,True,True,0.0001,0.0135881,Ch,7,F04,F,04,3,4,
14Avi1006Cn02A__durance1,2014_Avi_1006,durance1,A,midgut,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1006,Cn,Cn,pur,True,True,0.9999,0.03937199999999996,Cn,7,F05,F,05,1,1,
14Bue1003Cn02A__durance1,2014_Bue_1003,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1003,Cn,Cn,pur,True,True,0.9999,0.05878899999999998,Cn,7,F06,F,06,1,1,
14Bue1013Ch02A__durance1,2014_Bue_1013,durance1,A,midgut,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1013,Pt,Pt,pur,True,True,0.0001,0.023389300000000002,Ch,7,F07,F,07,2,2,
14Man1002Cn02A__durance1,2014_Man_1002,durance1,A,midgut,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1002,Hy,Hy,quasi-pur,False,True,0.0001,0.366158,Cn,7,F08,F,08,1,1,
