Individu;Q2_Ch1;Q2_Ch2;Q2_ch3;Q1_ch4;Q2_ch5;Q2_ch6;Q2_ch7;Q1_ch8;Q2_Ch9;Q1_Ch10;Q2_ch11;Q2_Ch12;Q2_ch13;Q1_14;Q2_15;Q2_16;Q1_17;Q2_Ch18;Q1_ch19;Q2_ch20;Q1_ch21;Q1_ch22;Q1_ch23;Q2_24;Q2_ch25
15Cab1019Pt;1E-04;1E-04;1E-04;0,0104135;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;0,00554203;0,00448362;1E-04;1E-04;1E-04;1E-04;1E-04
15Cab1010Hy;0,809698;0,742161;0,791751;0,853957;0,770835;0,79141;0,728345;0,76592;0,737169;0,748917;0,694779;0,796054;0,833764;0,719092;0,799633;0,827475;0,686292;0,805918;0,81992;0,75965;0,685424;0,792584;0,686476;0,730254;0,746894
15Jus1004Hy;0,00279153;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;0,0126668;1E-04;1E-04;1E-04;1E-04;0,59985;1E-04;1E-04;1E-04;1E-04;1E-04;0,0043408;0,00165586;1E-04;1E-04;1E-04;0,00874569;1E-04
15Jus1005Hy;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;0,00435524;1E-04;0,00323082;1E-04;1E-04;0,0122084;0,515646;1E-04;1E-04;1E-04;1E-04;1E-04;0,0153771;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04
15Jus1013Cn;0,943845;0,947143;0,9999;0,994904;0,922252;0,912961;0,976253;0,979548;0,942237;0,985477;0,96962;0,976964;0,947254;0,959014;0,9999;0,893877;0,980578;0,9999;0,930299;0,954827;0,905221;0,9999;0,939786;0,875067;0,905177
15Jus1014Cn;0,941298;0,938752;0,960629;0,986669;0,914623;0,908978;0,939013;0,993039;0,948472;0,9999;0,958605;0,975575;0,972456;0,991324;0,960455;0,974283;0,943271;0,947111;0,956344;0,917931;0,877701;0,939776;0,94663;0,903326;0,964296
15Jus1001Pt;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04
15Jus1002Hy;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;0,0124035;1E-04;1E-04;0,0350208;0,585373;0,0210225;1E-04;0,0209089;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04
15Jus1003Hy;0,0752901;0,0387178;1E-04;0,0810824;1E-04;0,019185;0,0875092;0,0629979;0,0141619;1E-04;1E-04;0,0294905;0,0337048;0,0276202;0,00481893;0,0321417;0,0533749;0,0219349;0,246763;0,0867503;0,00198475;0,0608221;0,0141441;1E-04;0,0599471
15Jus1006Pt;0,0212963;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04
15Jus1007Pt;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;0,014299;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;1E-04;0,00971646;1E-04;1E-04
15Jus1009Hy;0,481205;0,437547;0,47506;0,478953;0,587321;0,454777;0,269173;0,149358;0,597686;0,190172;0,35327;0,437529;1E-04;0,51694;0,432154;0,432988;0,411224;0,477161;0,481483;0,486663;0,471594;0,50131;0,435901;0,483395;0,490657
15Jus1010Cn;0,9999;0,9999;0,9999;0,9999;0,97579;0,9999;0,9999;0,926049;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,897806;0,9999;0,9999;0,972189;0,9999;0,971503;0,9999;0,9999;0,954931;0,997248;0,9999
15Jus1011Cn;0,966585;0,950814;0,977199;0,9999;0,887367;0,970986;0,877777;0,925808;0,959842;0,991855;0,968893;0,928388;0,960241;0,992159;0,899874;0,9999;0,965003;0,923917;0,994452;0,9999;0,876752;0,997063;0,875516;0,930453;0,93544
15Jus1012Cn;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,972865;0,9999;0,985174;0,9999;0,9999;0,9999;0,99772;0,893825;0,93163;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,979357
15Jus1015Cn;0,999016;0,975387;0,971466;0,9999;0,9999;0,9999;0,988832;0,944101;0,9999;0,9999;0,99676;0,9999;0,9999;0,9999;0,955635;0,9999;0,9999;0,995693;0,9999;0,89537;0,9999;0,9999;0,94736;0,982974;0,994295
15Jus1016Hy;0,9999;0,970653;0,9999;0,9999;0,973912;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,917464;0,9999;0,9999;0,9999;0,973138;0,9999;0,9999;0,951774;0,769451;0,970773;0,9999
15Jus1017Cn;0,987604;0,9999;0,9999;0,9999;0,9999;0,99951;0,977028;0,9999;0,9999;0,9999;0,9999;0,9999;0,991651;0,9999;0,900413;0,9999;0,948593;0,9999;0,9999;0,9999;0,9999;0,98709;0,9999;0,9999;0,9999
15Jus1018Cn;0,9999;0,9999;0,9999;0,9999;0,9999;0,955718;0,994175;0,945802;0,9999;0,969524;0,991386;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,999624;0,9999;0,983207;0,990227;0,976125;0,993786;0,9999
15Jus1019Cn;0,992016;0,9999;0,9999;0,9999;0,9999;0,9999;0,9999;0,962615;0,991277;0,9999;0,9999;0,980707;0,9999;0,9999;0,9999;0,94411;0,9999;0,9999;0,9999;0,9999;0,9999;0,989621;0,956579;0,9999;0,9999
